Id,SalePrice_pred
1461,115298.01815407266
1462,150978.0941346918
1463,176886.26134180604
1464,192999.4286522037
1465,209212.83040158654
1466,169582.49263637938
1467,182926.6766480449
1468,163774.44882783364
1469,208890.53606335228
1470,109167.44843822371
1471,175744.4563531039
1472,98378.29836147417
1473,95747.50014830474
1474,145372.66594367987
1475,106617.50935530534
1476,364038.9970853778
1477,241929.5285866086
1478,316928.6643117957
1479,305005.8662952093
1480,461582.3937206011
1481,308435.2064523709
1482,212914.85974449766
1483,175946.79011845216
1484,158422.07439124343
1485,186304.95836792872
1486,197809.4611254155
1487,334863.6478110681
1488,244445.66584984516
1489,190418.63884953325
1490,262884.4293794589
1491,198213.08486235535
1492,91934.310304774
1493,206485.63618752864
1494,304804.9008051839
1495,300565.96401612344
1496,250127.8355729334
1497,179774.67810912087
1498,166173.20574698944
1499,166343.3350028798
1500,160825.55116003403
1501,189397.62561108713
1502,155477.65488252306
1503,273592.13443053415
1504,241461.09338337916
1505,230262.79502682667
1506,185278.3924845234
1507,244020.60905668046
1508,189833.27613028526
1509,159411.88934137544
1510,141587.62319013037
1511,143647.17340082044
1512,179259.1795695575
1513,148437.7237072818
1514,162256.80811306732
1515,204054.59672323248
1516,156536.1801381005
1517,175112.6498515765
1518,124506.2665103297
1519,209390.0118816109
1520,125453.42372686457
1521,125628.9008321583
1522,186395.21101322392
1523,99429.2291014711
1524,115884.5204618781
1525,111218.32625067676
1526,91160.21626967647
1527,93358.53918966767
1528,142106.57059649198
1529,152496.9581191637
1530,208850.51992651782
1531,126130.69837496612
1532,108599.3733721186
1533,152512.35075358753
1534,126555.06507214796
1535,160635.90678818562
1536,104817.58154201676
1537,43400.7464251888
1538,154999.3650604103
1539,191961.10728980368
1540,113565.33699387111
1541,133825.15017081055
1542,151541.1500505613
1543,177480.40596574137
1544,95183.2661611933
1545,128079.89620493317
1546,144871.15800851153
1547,144456.38591574703
1548,146174.6475574011
1549,124902.06488993981
1550,143844.1194548639
1551,118377.57552522764
1552,145426.12266359126
1553,148147.76615189985
1554,122041.31036784427
1555,167908.9527236645
1556,79173.45787579988
1557,98480.30284195744
1558,99317.72408896114
1559,86523.84486838432
1560,131896.98626758135
1561,126618.03875030029
1562,132155.83366515514
1563,119281.39421222203
1564,163692.60728922882
1565,150344.5888452732
1566,236485.9910151758
1567,73181.25314891992
1568,220497.43574812287
1569,111441.31356482668
1570,134450.57309796778
1571,111326.59408504408
1572,141259.4178835121
1573,239254.54784925198
1574,118013.89023748544
1575,236570.09420907698
1576,237417.44173773812
1577,178789.45696780313
1578,140675.51784216423
1579,138572.99764277632
1580,196526.0344979773
1581,153965.19885719038
1582,138385.86129019436
1583,272775.2147414308
1584,222245.26784982003
1585,147182.235126767
1586,53613.648664837354
1587,102654.21982924288
1588,163832.06773021352
1589,107126.52542071944
1590,125166.28175389025
1591,86071.15595825056
1592,118570.2228974936
1593,131660.78152788908
1594,155952.93719037168
1595,119519.05179868378
1596,229865.5547172262
1597,202176.54017172678
1598,212655.14147084227
1599,193275.92642577554
1600,165033.00681165524
1601,49947.06121476095
1602,117891.81455057382
1603,84014.02534330213
1604,293364.78046864644
1605,229628.72938364698
1606,155564.41984788395
1607,160297.26987792578
1608,204870.767879063
1609,177127.61051924698
1610,151463.06730414295
1611,123401.44719430685
1612,191544.7750532338
1613,160179.03366808686
1614,150142.7401991547
1615,96068.94043247993
1616,71811.42135744104
1617,87432.29482976193
1618,117658.76666868082
1619,147898.14188032446
1620,152841.3029030629
1621,131171.92809772992
1622,140055.1850418584
1623,253583.71467118076
1624,201805.9615926577
1625,110789.02280694152
1626,170503.97633164772
1627,190492.35587733772
1628,284906.9842510818
1629,171564.8530933994
1630,343042.3043300741
1631,222117.70290769948
1632,239636.12611758505
1633,173228.32440906012
1634,185933.74949610778
1635,175710.06684171618
1636,155910.19176869362
1637,194282.6974047251
1638,196833.70176314557
1639,182556.48875328148
1640,240343.70087969073
1641,176853.6648710387
1642,259219.82657979536
1643,228903.44520569034
1644,233564.38028805793
1645,218343.683501517
1646,158136.05229369167
1647,152276.20604768707
1648,122411.1259858004
1649,130790.2276602946
1650,122067.17304431333
1651,115624.57062578405
1652,101116.56117430874
1653,102115.09784385684
1654,140482.20840695963
1655,126512.10937526393
1656,134458.73498379713
1657,141391.80838809395
1658,137848.89503521836
1659,114387.34648468878
1660,146906.772726838
1661,427185.83629458
1662,366144.66116955486
1663,385246.16255387996
1664,474437.9387872926
1665,341481.7735773758
1666,339706.360345065
1667,369158.20152196544
1668,366607.6549833107
1669,322395.9700531585
1670,365959.99268120085
1671,264094.9864597442
1672,397555.6298694287
1673,281754.1952940318
1674,246348.79995479848
1675,208100.34443098513
1676,205109.96079925605
1677,216028.49721666338
1678,455619.1838261724
1679,384539.83393557306
1680,330452.08339086163
1681,296221.91614890145
1682,329730.4792208943
1683,197060.60490600258
1684,185509.42086038063
1685,182634.6577213965
1686,164508.2800895609
1687,176444.46524098053
1688,192387.05387964848
1689,199878.2629109727
1690,199904.07157088604
1691,188956.44369105206
1692,270587.32239876234
1693,180506.65397945626
1694,184191.2251849248
1695,170162.1832935935
1696,258623.7937259655
1697,175833.4557501664
1698,348181.6267860913
1699,314378.3354680116
1700,274745.9729558858
1701,287845.4791453901
1702,250789.30384256478
1703,245966.42692715733
1704,277045.63174995343
1705,264005.5751934521
1706,438540.23315829283
1707,231530.2068732206
1708,208437.10121274402
1709,255394.4470433981
1710,220866.121617892
1711,280827.68186273787
1712,245072.71946439205
1713,285257.6290128594
1714,228559.82108264617
1715,212723.5795485626
1716,183077.56073404904
1717,176350.29377981287
1718,146504.33775915217
1719,224519.0218324912
1720,245560.50556322664
1721,174426.79935022988
1722,139879.29391694014
1723,166611.80457920083
1724,196808.7845572704
1725,227708.0052846975
1726,183062.22605891715
1727,137464.50879845687
1728,184876.7632095724
1729,164001.02970662486
1730,178992.9070804279
1731,122716.45738294184
1732,134097.78836430315
1733,112827.88485849579
1734,117687.44303899056
1735,137743.2827974331
1736,114665.7422250191
1737,300032.28505278286
1738,271206.49926389626
1739,264682.75008469797
1740,201307.59406347526
1741,192060.65925269027
1742,178061.5162328036
1743,184403.18416118255
1744,331251.2338209422
1745,220206.59854608908
1746,206166.01673717148
1747,212948.95196522024
1748,224162.56288573355
1749,150059.28291624412
1750,144813.9039855541
1751,234754.08442283166
1752,108808.71731482644
1753,146003.39857678555
1754,199802.54654291703
1755,158850.62032782182
1756,129390.03785255982
1757,115397.71757104792
1758,146355.2711606444
1759,156370.55039340988
1760,157540.83736453907
1761,157188.84848307978
1762,174697.48916074412
1763,192445.23093581948
1764,100692.29009354339
1765,178840.87697753563
1766,192623.30745242292
1767,219360.87303264267
1768,140999.7392818884
1769,162934.27822166745
1770,151348.55289765674
1771,132980.9015223606
1772,124732.53806930632
1773,112789.68234912082
1774,141296.85610333225
1775,134371.4686358824
1776,126796.54635592934
1777,100540.70365348284
1778,138512.84059337713
1779,109826.39333003636
1780,181295.00062079862
1781,121033.62653967232
1782,69211.40777351841
1783,135745.27729426703
1784,88190.83265732191
1785,140011.12691363462
1786,155570.9307396958
1787,164229.3597692937
1788,45283.40039473474
1789,98841.67010443163
1790,43648.15766230009
1791,205348.87136792656
1792,158863.19656950556
1793,134384.7384656635
1794,163176.3570285261
1795,123522.2731471477
1796,141343.6820617683
1797,137723.33109484694
1798,124233.6635270861
1799,102812.65672017366
1800,128836.05064689912
1801,119052.12773031747
1802,150359.62604466162
1803,155573.93213863176
1804,128943.41319254492
1805,137457.93878763824
1806,133460.5418988474
1807,158339.76728113383
1808,123501.5032641527
1809,124816.24811343307
1810,145314.62850711614
1811,83937.32634431926
1812,102353.38269580906
1813,124251.98962431119
1814,87327.67515254121
1815,35193.79765270074
1816,93993.02493715414
1817,100680.31157736306
1818,170487.9099250836
1819,139965.79913199213
1820,50768.591981152465
1821,127261.1907666553
1822,152559.4102948041
1823,37367.588242050086
1824,141936.6855794225
1825,141678.5651980033
1826,98570.9898510103
1827,101420.65282964616
1828,138200.31644279865
1829,143298.6527324289
1830,144083.0533191674
1831,149133.80981621807
1832,85120.85449746704
1833,145154.94510451867
1834,112039.90919022996
1835,111169.27413799317
1836,133160.13962143878
1837,92162.18248661385
1838,105569.83399534138
1839,103252.53594045914
1840,149457.83937249047
1841,134386.0337842881
1842,78942.46980247513
